String,Type,label,aug
 IZZY MIDI DRESS Ivory ,Not Dark Pattern,0,0
 Summer V Neck Solid Color Short Sleeve Waffle T-Shirt ,Not Dark Pattern,0,0
Limited time offer.,Urgency,1,0
Quick Navigation Guide,Not Dark Pattern,0,1
Casual Sheath Chiffon Sequins Straps V-neck Sleeveless Bridesmaid Dress,Not Dark Pattern,0,0
You don't want to save money,Misdirection,1,1
"Jumpers, Shirts & T-Shirts",Not Dark Pattern,0,0
Customer Feedback,Not Dark Pattern,0,0
Intercoms & Doorbells,Not Dark Pattern,0,0
"""Your purchase entitles you to the following special""",Misdirection,1,0
In other users' carts 59,Social Proof,1,0
Aids mental processing†,Not Dark Pattern,0,0
 Added to Favorites ,Not Dark Pattern,0,0
ROAD CLOTHING BELOW,Not Dark Pattern,0,1
Only 8 left in stock. Almost Gone!,Scarcity,1,0
Did you know that Shaver heads need replacing every 12 - 18 months? Use the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,1,1
and additional features included!,Not Dark Pattern,0,1
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,1,0
Someone bought: HYPE BLUE LARGE SPLAT TER LEGGINGS,Social Proof,1,1
Functional Marketing Strategies,Not Dark Pattern,0,1
Act now and save $12.99. Limited time only!,Urgency,1,0
How to cast votes,Not Dark Pattern,0,1
NEED ADDITIONAL HELP?,Not Dark Pattern,0,0
 Shirts & Blouses ,Not Dark Pattern,0,0
Plus Size Shirts & Blouses,Not Dark Pattern,0,1
Lace Front African Leather Wigs,Not Dark Pattern,0,1
 Face Masks,Not Dark Pattern,0,0
67% offers claimed. Hurry up!,Scarcity,1,0
Items in your cart are in high demand.,Scarcity,1,0
Cool Face Masks,Not Dark Pattern,0,1
Only 2 left in stock!,Scarcity,1,0
"Someone in Cedarhurst, United States purchased a Sproet Orange Sprout Shell/Violet Stripe Bloomers",Social Proof,1,1
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Social Proof,1,0
Dog Whistles & Lanyards,Not Dark Pattern,0,0
Synthesis E-MTB Carbon Wheelset,Not Dark Pattern,0,0
New In Bottoms,Not Dark Pattern,0,0
Only 8 left,Scarcity,1,0
New In ,Not Dark Pattern,0,0
3642 BOUGHT,Social Proof,1,0
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,Urgency,1,0
View All Bearings,Not Dark Pattern,0,0
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1,0
Chatting Topics,Not Dark Pattern,0,1
FREE OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1,1
Only 10 left in stock,Scarcity,1,0
Receive news and updates on new products,Not Dark Pattern,0,0
Competitions,Not Dark Pattern,0,0
"No Thanks, I prefer paying full price.",Misdirection,1,0
"Due To HIGH Demand, Stock Expires In: 08:41",Urgency,1,1
beautifully written .,Not Dark Pattern,0,1
Only 8 left!,Scarcity,1,0
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,0
Elegant A Line Dress Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern,0,1
 Cooling & Air Treatment ,Not Dark Pattern,0,0
8 customers have bought today,Social Proof,1,0
ON SALE: Select Seasonal T-Shirts only $19.99! Limited quantities only! Save Now!,Urgency,1,1
"THE COMPETITION $1,299.99",Misdirection,1,0
25% OFF SELECTED IN Limited Time,Urgency,1,1
FREE SHIPPING // FOR A LIMITED TIME ONLY,Urgency,1,0
Explore The NRA Universe 's Websites,Not Dark Pattern,0,1
Not sold separately,Not Dark Pattern,0,0
Less than 10 left in stock,Scarcity,1,0
View All Tops,Not Dark Pattern,0,0
This campaign was taken down for content reasons,Not Dark Pattern,0,0
 Sports Bras ,Not Dark Pattern,0,0
 Women's Bags ,Not Dark Pattern,0,0
"Matthew in Charleston, South Carolina just purchased The Perfect Lux Mattress",Social Proof,1,1
"For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: ",Not Dark Pattern,0,0
Limited Stock,Scarcity,1,0
"Someone in the twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,1,1
ONLY 3 LEFT IN STOCK!,Scarcity,1,0
Download & Save,Misdirection,1,1
Trousers & Chinos,Not Dark Pattern,0,0
"Someone in Vancouver, BC purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1,1
Keep up with crankbrothers,Not Dark Pattern,0,0
Only 25 Deals left,Scarcity,1,0
"25,439 people have viewed this item",Social Proof,1,0
More than 752 users are adding shapewear to their cart. Is your size left?,Social Proof,1,0
High Arches Edit,Not Dark Pattern,0,1
Christian Dior,Not Dark Pattern,0,0
Solar Powered Paw Print Ground Light,Not Dark Pattern,0,0
Limited time - final price reflects extra 29% off,Urgency,1,0
ONLY 1 ITEM LEFT,Scarcity,1,0
There are only 1 item left in stock.,Scarcity,1,0
Contact Lens Editor,Not Dark Pattern,0,1
COMBAT GEARHot,Not Dark Pattern,0,0
"Sign up for the latest updates, products and offers",Not Dark Pattern,0,0
Hurry! Only 1 left!,Scarcity,1,0
BMW Remotes,Not Dark Pattern,0,0
Custom Board Layout,Not Dark Pattern,0,1
"Trey in Columbia, United States purchased Leather Cord Capsule",Social Proof,1,0
POPULAR 62 others checked this out in the last few days,Social Proof,1,1
Mens Footwear,Not Dark Pattern,0,0
Orthopedic Surgery,Not Dark Pattern,0,1
135 people have this in their cart,Social Proof,1,0
 Affiliate ,Not Dark Pattern,0,0
Q: Will this damage my hair?,Not Dark Pattern,0,0
"No thank you, I prefer to pay for it",Misdirection,1,1
Wireless Microphone,Not Dark Pattern,0,0
 Charity Collection ,Not Dark Pattern,0,0
The Alloy Collection,Not Dark Pattern,0,1
 Entertainment Centers & TV Stands ,Not Dark Pattern,0,0
Watch what its done,Not Dark Pattern,0,1
"No thanks, I don't like free stuff",Misdirection,1,0
Computer Accessories,Not Dark Pattern,0,0
Exterior Accessories Edit,Not Dark Pattern,0,1
Cargo Trousers,Not Dark Pattern,0,0
DNA Extraction & Prep,Not Dark Pattern,0,1
Only 14 left!,Scarcity,1,0
All Girls Clothing,Not Dark Pattern,0,0
(Only 5 Left),Scarcity,1,0
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency,1,0
Only 2 left,Scarcity,1,0
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Urgency,1,0
Down Jackets Recap,Not Dark Pattern,0,1
6 people have looked at this in the last few hrs.,Social Proof,1,0
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",Not Dark Pattern,0,0
Indoor Night Lights,Not Dark Pattern,0,1
Boys Purple School Uniforms,Not Dark Pattern,0,0
Limited Time Sale - Buy Now!,Urgency,1,0
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Social Proof,1,0
Cross Body,Not Dark Pattern,0,0
Gift Shop FAQs,Not Dark Pattern,0,1
Less than 7 left!,Scarcity,1,0
"No thank you, I prefer to pay for shipping.",Misdirection,1,0
Whey Protein Isolate,Not Dark Pattern,0,0
ONLY 5 LEFT,Scarcity,1,0
Welcome To Hotter us,Not Dark Pattern,0,0
 Tracksuit,Not Dark Pattern,0,0
Limited Availability,Scarcity,1,0
 Continue with Facebook Continue with Google ,Not Dark Pattern,0,0
1DAYS 04 MAY 17 MINUTES 18 SECONDS,Urgency,1,1
Red Button Covers,Not Dark Pattern,0,1
Discount pending $10 OFF 00:30:00,Urgency,1,0
 Black / White Refine by Color: Black / White ,Not Dark Pattern,0,0
ADD FOR OUR RESULTS,Misdirection,1,1
Baby Nursing & Feeding,Not Dark Pattern,0,0
Womens Plaid Clothing,Not Dark Pattern,0,0
"""We'd love to send you emails with updates and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",Misdirection,1,1
"Tyler in Norwalk, United States purchased a",Social Proof,1,0
Men's Accessories ,Not Dark Pattern,0,0
Check In With Google,Not Dark Pattern,0,1
"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",Not Dark Pattern,0,0
VIP VIDEO END 00:54:59,Urgency,1,1
"No thanks, I don't want a free !""",Misdirection,1,1
Expand My eBay,Not Dark Pattern,0,0
"We're sorry, this store is closed.",Not Dark Pattern,0,0
 Casual V-Neck Sleeveless T-Shirt ,Not Dark Pattern,0,0
Media Players,Not Dark Pattern,0,0
"Hurry, Sale ends at 9 Hours!",Urgency,1,1
Offer ends in,Urgency,1,0
Drawstring Backpacks,Not Dark Pattern,0,0
HURRY! ONLY 2 LEFT IN STOCK!,Scarcity,1,0
11 people have purchased this item,Social Proof,1,0
*Only 2 left in stock. Don't miss out!,Scarcity,1,0
Free Delivery to Home & Next day delivery shipped to store*,Not Dark Pattern,0,1
Nightforce New Year Clearance,Not Dark Pattern,0,0
Nursing chairs,Not Dark Pattern,0,0
$69.50 For A Limited Time Details,Urgency,1,0
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA chocolate energy Chocolate caffeine snack food MRE caffeinated",Social Proof,1,1
"ALL ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,1,1
 cm in ,Not Dark Pattern,0,0
Bathroom Lighting,Not Dark Pattern,0,0
Choose which store you would like to visit,Not Dark Pattern,0,0
commonpandacom@commonpandacom,Not Dark Pattern,0,0
Your seat is reserved for 19:57 minutes.,Urgency,1,1
Homeware Trends,Not Dark Pattern,0,0
ON SALE AT $1.99 FOR A LIMITED TIME,Urgency,1,0
The page you were looking for doesn't exist.,Not Dark Pattern,0,0
"HURRY, LOW IN STOCK!",Scarcity,1,0
Hairy Chest T-Shirt And Shorts Dress,Not Dark Pattern,0,1
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,Urgency,1,0
Nicholas Kirkwood Photography,Not Dark Pattern,0,1
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & Jackets & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0,1
Shipping and Handling,Not Dark Pattern,0,1
1 people bought Jotter To Do Refill in the last few hours,Social Proof,1,0
By Brand All Men's Brands ,Not Dark Pattern,0,0
Only 9 units left in stock online.,Scarcity,1,0
Over priced bought,Social Proof,1,1
Only 8 item(s) left,Scarcity,1,0
"Weight Management Shakes help cut cals, increase appetite, and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern,0,1
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT FIRST 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1,1
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof,1,0
View chronological order history,Not Dark Pattern,0,1
cookie host name,Not Dark Pattern,0,1
 Home » ,Not Dark Pattern,0,0
Specialist Tools,Not Dark Pattern,0,0
In Stock only 3 left,Scarcity,1,0
 Low Price Guarantee ,Not Dark Pattern,0,0
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 minutes EXTRA 10% OFF,Urgency,1,1
MoTrail,Not Dark Pattern,0,0
Limited Time Offer Limited Offer! Sign off on Naomi Home with Coupon 9N03. You pay $63.74,Urgency,1,1
View All Home Accessories,Not Dark Pattern,0,0
Full Size Ripped Jeans,Not Dark Pattern,0,1
 Crossbody & Belt Bags ,Not Dark Pattern,0,0
1 left at this price,Scarcity,1,0
Carnival Remotes,Not Dark Pattern,0,0
"Hurry, Sale ends in 48 Hours!",Urgency,1,1
Clocks ,Not Dark Pattern,0,0
 Plant-Based Beauty ,Not Dark Pattern,0,0
No Reason I Don't Want a Free Gift,Misdirection,1,1
No Reason I Prefer Paying Full Price.,Misdirection,1,1
Platinum-Dipped Rose mary,Not Dark Pattern,0,1
715 people have added this item to cart,Social Proof,1,0
No thanks I definitely guessed correctly,Misdirection,1,1
Perhaps we could...,Not Dark Pattern,0,1
 Exclusive offers & discounts for club members via email ,Not Dark Pattern,0,0
Only 2 Left,Scarcity,1,0
"No, I don't feel lucky.",Misdirection,1,0
660 people have viewed today,Social Proof,1,0
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,1,0
NO THING I DON'T WANT TO SAVE,Misdirection,1,1
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,Scarcity,1,0
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint ings - BOOST White",Social Proof,1,1
 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit ,Not Dark Pattern,0,0
Going Fast: Limited Quantities Left!,Scarcity,1,0
ONLY 2 LEFT IN STOCK!,Scarcity,1,0
Hurry! Only 1 left in stock,Scarcity,1,0
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",Not Dark Pattern,0,0
Only 5 left!,Scarcity,1,0
Free Shipping,Not Dark Pattern,0,0
FREE EVENT OFFERS - LIMITED TIME ONLY,Urgency,1,1
New In Lunch Mode,Not Dark Pattern,0,1
99 people are looking at this right now,Social Proof,1,0
All Womens Accessories,Not Dark Pattern,0,0
How Do I Rinse Off My Overnight Hair Oil Treatment?,Not Dark Pattern,0,0
"You choose: just one box, or a  Madison Reed Membership?",Misdirection,1,0
Cap Construction Costs,Not Dark Pattern,0,1
This item is in high demand.,Scarcity,1,0
Shop by Health Goals,Not Dark Pattern,0,0
Hurry! This special countdown ends in 2h 42m 0s,Urgency,1,1
ONLY 9 LEFT,Scarcity,1,0
Only 2 units left!,Scarcity,1,0
LIMITED TIME ONLY!,Urgency,1,0
"No, I don't want a discount",Misdirection,1,0
2 left,Scarcity,1,0
"No Thanks, I don't like free stuff.",Misdirection,1,0
Shop all interactive content,Not Dark Pattern,0,1
I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,Not Dark Pattern,0,0
 Cosmic Rainbow ,Not Dark Pattern,0,0
POSTED BY @missladywoolf#motoin,Not Dark Pattern,0,0
Taxes and shipping will be estimated at checkout.,Not Dark Pattern,0,0
 V-neck Casual Loose Embroidered Short Sleeve Blouse ,Not Dark Pattern,0,0
 Brass Shankh ,Not Dark Pattern,0,0
69 people are viewing this,Social Proof,1,0
POPULAR 64 others checked this out in the last few hours.,Social Proof,1,0
21 people looked at this during the last 24 hours,Social Proof,1,0
Interactive Tent Finder,Not Dark Pattern,0,0
43 added to bag in the last 48hrs,Social Proof,1,0
273 units sold in the past 30 days,Social Proof,1,1
"No thanks, I prefer to pay more for ...",Misdirection,1,1
"No thanks, I'll still want to pay full price",Misdirection,1,0
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",Social Proof,1,0
PAVILION LONG ER SHIRT DRESS Cornflower Stripe,Not Dark Pattern,0,1
"No thanks, I've got too much cool Glock stuff!",Misdirection,1,0
39 people have this in their cart,Social Proof,1,0
 Eye Protection,Not Dark Pattern,0,0
Royal Python Vivariums,Not Dark Pattern,0,0
1 people are reading this currently,Social Proof,1,1
 info@chainedandable.com ,Not Dark Pattern,0,0
Ericdress Round Neck Neck Sleeve Mid-Calf Pullover Fall Women's Dress,Not Dark Pattern,0,1
 EDC-V Megalodon Bottle Opener - Brass (Exclusive),Not Dark Pattern,0,0
 Join NRA or Renew,Not Dark Pattern,0,0
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,1,0
"No thanks, I don't want 15% off",Misdirection,1,0
"No Thanks, I Don't Like Saving Money.",Misdirection,1,0
Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,Not Dark Pattern,0,0
on Freight,Not Dark Pattern,0,0
 ≡ Filter Reviews Clicking on the following button will update the content below ,Not Dark Pattern,0,0
Shop Men's Styles,Not Dark Pattern,0,0
Motion Control System,Not Dark Pattern,0,0
3 people bought this item last week.,Social Proof,1,0
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Social Proof,1,0
 Worldwide ,Not Dark Pattern,0,0
 Sold out ,Not Dark Pattern,0,0
TVs,Not Dark Pattern,0,0
 New in ,Not Dark Pattern,0,0
Sharmeen Atif Khan Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,1,1
No Reason I'd Rather Pay Full Price,Misdirection,1,1
 Accessibility statement ,Not Dark Pattern,0,0
"$3,159.20 $3,949.00 Limited time shipping",Urgency,1,1
Wireless Microphone Devices,Not Dark Pattern,0,1
tedpullin cc,Not Dark Pattern,0,1
80 Customers are considering this product right now.,Social Proof,1,0
Both funny and romantic,Not Dark Pattern,0,1
Would you like to purchase an Extended Protection Plan?,Misdirection,1,0
Data Transfer Devices,Not Dark Pattern,0,1
help@postergully.com </s>,Not Dark Pattern,0,1
" well, this is awkward. ",Not Dark Pattern,0,0
Cart will expire in 08:19 minutes!,Urgency,1,0
308 hours per day,Social Proof,1,1
 #CERTIFIED_FACE_MASKS ,Not Dark Pattern,0,0
"No Thanks, I prefer not to have a protection plan",Misdirection,1,0
Only 7 left,Scarcity,1,0
ALMOST GONE - only 2 remaining!,Scarcity,1,0
Summer Casual Printed Leather Short Sleeve T-Shirt,Not Dark Pattern,0,1
19 people have viewed this video,Social Proof,1,1
No wonder I don't want 15% off,Misdirection,1,1
Score! You've Qualified for a Checkout Bonus,Misdirection,1,0
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Social Proof,1,0
Flat Iron,Not Dark Pattern,0,0
Would you like to buy more and save more?,Misdirection,1,0
sweatshirts,Not Dark Pattern,0,0
" Synthetic nicotine | Strawberry, kiwi & pomegranate ",Not Dark Pattern,0,0
 dFresh - Fresh Products ,Not Dark Pattern,0,0
"NO THANKS, I DON'T GET 20% OFF MY ORDER",Misdirection,1,1
Wall art,Not Dark Pattern,0,0
Personalize Barbie doll,Misdirection,1,1
Only 3 left,Scarcity,1,0
Work Solid Simple Leather Neck Half Sleeve Top,Not Dark Pattern,0,1
Hurry! This special sale ends in 2h 42m !,Urgency,1,1
Only 5 item(s) left.,Scarcity,1,0
LAYAWAY AND WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,1
4 people have purchased this item,Social Proof,1,0
No I don't feel lucky,Misdirection,1,0
Tips and Duties,Not Dark Pattern,0,1
Unique and personalized ways to go as yourself.,Not Dark Pattern,0,1
"No thanks, I don't like promotions and exclusive content.",Misdirection,1,0
Enable cookies to use the shopping cart,Not Dark Pattern,0,0
137 users are currently active on our website,Social Proof,1,0
TiesToys & GamesTravelWatches,Not Dark Pattern,0,0
"No thanks, I don't like stupid stuff",Misdirection,1,1
Floral Cross Stitch & Embroidery Kits,Not Dark Pattern,0,0
 Customer Support ,Not Dark Pattern,0,0
JUST 1 LEFT!,Scarcity,1,0
One customer bought this article in the last 53 days,Social Proof,1,1
"No thanks, I don't like deals.",Misdirection,1,0
Sports ,Not Dark Pattern,0,0
